customer_code,customer_name,customer_name_ar,salesman_code,salesman_name,type,group_name,category,area,phone,credit_days,credit_limit,notes,is_active
CA3972,SALOURA - SALMIYA,,SM,MOHSEN JOMA,,,,,,30,0.000,,true
CA3973,ZOGAH CAFE,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3974,DEZEDRYA,,OS,MOHAMED OSAMA MOHAMED HADHOUD,,,,,,30,0.000,,true
CA3975,BAQUETTEKW,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3976,VINE,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA3977,KHOSE RESTAURANT,,JM,JHONY MURAD,,,,,,30,0.000,,true
CA3978,KHALIYET KHALID AHMED,,JM,JHONY MURAD,,,,,,30,0.000,,true
CA3979,CHILL STATION - QIBLA OLD SOUK,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA3980,ZAHRA CAFE SALMIYA,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3985,RFL SPECIALITY CAFE,,OS,MOHAMED OSAMA MOHAMED HADHOUD,,,,,,30,0.000,,true
CA3986,JAVOY,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3987,CHIKARRO FRIED CHICKEN,,ST,SANU ABRAHAM THOMAS,,,,,,30,0.000,,true
CA3988,88BAKESHOP,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA3989,AL SHAMALI SWEETS SHUWAIKH,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3991,NAYA GOURMET,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA3992,SHAWARMA AL MANAKH,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA3993,SAHARA CAFE,,ST,SANU ABRAHAM THOMAS,,,,,,30,0.000,,true
CA3994,BROWN SUGAR,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CA3995,CALCULUS SWEETS,,JM,JHONY MURAD,,,,,,30,0.000,,true
CA402,BALANCE CAFE,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA403,AL HAKKIM - SHUWAIKH,,TZ,TONY ALBERT,,,,,,30,0.000,,true
CA405,MELEMELO,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA408,MISTO -,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA410,YOUR TROLLY,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA413,COPPER CHIMMNY,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA414,THE PANTRY CAFE,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA417,PAK-SAHRAD REST-FARWANIYA,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA42,NORAI,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA424,KOJI (KUWAIT CITY),,TZ,TONY ALBERT,,,,,,30,0.000,,true
CA429,BRUSH CAFE - ADHALIYA,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA431,SAFARZO RESTAURANT JAHRA,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA438,MAYA CHOCOLATERIE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA44,WAFFLE OF STEAK - MANGAF,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA442,JENEV ONE,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA447,CHATEAU CHIC -KOPICO TOWER,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA469,GREEN BEAN COFEE REST,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA471,WOK & DOJO,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA472,SEGA FREDO,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA474,STREET RESTAURANT,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA475,BAKER STREET,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA481,VORTEX RESTAURANT,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA487,VA BOGA RESTAURANTT -SALMIYA,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA489,AL ASHRAFIYA CO.,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA495,JUICE BOUTIQUE FARWANIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA498,ROKN STRAWBERRY,,AA,RANEEM W M ALTUTEY,,,,,,30,0.000,,true
CA501,AKSEM,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA502,NOVEMBER CATERING,,MB,MOHAMAD SAEED,,,,,,30,0.000,,true
CA503,TEA SPOON - SALMIYA,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA514,SASHA CAFE - KUWAIT CITY,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA515,HEALTHY FEAST,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA520,DOUGH ( MIRAL MALL- MANGAF),,MB,MOHAMAD SAEED,,,,,,30,0.000,,true
CA525,COLPOP ARDIYA 99864843,,TZ,TONY ALBERT,,,,,,30,0.000,,true
CA53,BROWN DIAMOND,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA533,NASSER AL HAJERI - MAZAYA-1 FLOOR 4 SHARQ,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA536,WADI ABAD - SHUWAIKH,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA538,JOESE CAFE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA539,LOVE CAFE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA54,MAWASEM EL-KUWAIT FOR GENERAL TRADING COMPANY,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA541,CHEEZERY SHOP -SHARQ,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA549,ADAMS HOTEL,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA55,CENABON,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA550,HEALTHY LUCIOUS,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA555,VTEC INTERNATIONAL,,MZ,MUSAFIR KARIYIL,,,,,,30,0.000,,true
CA56,ENJOY REST - SALMIYA,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA563,LECCINO RESTAURANT,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA60,CAPOCCINO CAFFEE,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA601,FLOWER LATE,,RA,ROBY ELIAS,,,,,,30,0.000,,true
CA611,STREETS,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA612,DANTE CAFE,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA614,ROOTS EATRY,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA62,LINOS AVENUES,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA622,CAFE SUPREME,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA623,PISTAEHIO,,KM,KARIM MAHER MAHMOUD YOUSSEF,,,,,,30,0.000,,true
CA632,JOLIE PASTRY,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA635,NJA CAFE,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA638,PASSO,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA640,EGGCELLENT CAFE,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA643,NOVITA REST KUWAIT CITY,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA644,REVIVE NUTRITION,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA647,OR BAKERY,,AK1,ABDUL KADER,,,,,,30,0.000,,true
CA65,WOK N' ROLL (JABRIYA),,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA650,LA POMDAMOUR,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA656,11.11 CAFE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA658,ZOUWARA RESTAURANT,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA660,ITALIAN HOUSE - ARRAYA,,AS,AHMED SOBHI,,,,,,30,0.000,,true
CA665,AL THIQA COMPANY,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CA668,TERAZZO (SHARQ SHAHEED PARK),,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA669,LONDON KITCHEN (ARDIYA),,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA67,CHEF SAMI,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA670,SWEET WORLD,,JL,JALIL,,,,,,30,0.000,,true
CA672,AL MASHAIEK,,JL,JALIL,,,,,,30,0.000,,true
CA676,KUWAIT AGRICULTURE CO 2,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA677,FIRST,,JL,JALIL,,,,,,30,0.000,,true
CA683,ATALLU AL AMILI 1,,JL,JALIL,,,,,,30,0.000,,true
CA684,ATALLU AL AMILI 2,,JL,JALIL,,,,,,30,0.000,,true
CA687,QUALITY,,JL,JALIL,,,,,,30,0.000,,true
CA688,WAFER CENTER,,JL,JALIL,,,,,,30,0.000,,true
CA69,COFFEE BREAK REST,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA692,AL KONOZ AL ZAHABIYA,,JL,JALIL,,,,,,30,0.000,,true
CA693,JINAN AL SHAM,,JL,JALIL,,,,,,30,0.000,,true
CA696,MADE CAFE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA702,JAVA (KUWAIT CITY),,TZ,TONY ALBERT,,,,,,30,0.000,,true
CA703,AL FAJER AL AHLEIA,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA704,PAUSE CAFE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA706,ARAB LINK,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA714,BREATH CAFE - SHARQ,,SK,SAJJAD KANDI,,,,,,30,0.000,,true
CA719,LATIN CAFEE - HAWALLY,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA721,KARAK STATION ARDIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA724,EBN MANDEL - ARDIYA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA73,AWTAAR LEBANON REST,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA735,NASIM COMPANY,,JL,JALIL,,,,,,30,0.000,,true
CA738,IMDAD COMPANY,,JL,JALIL,,,,,,30,0.000,,true
CA74,HOCA HOUSE,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA741,AL RIYAL COMPANY,,JL,JALIL,,,,,,30,0.000,,true
CA743,KUWAIT TOWERS COMPANY,,JL,JALIL,,,,,,30,0.000,,true
CA744,JINAN AL SHAM,,JL,JALIL,,,,,,30,0.000,,true
CA745,HARIDI COPMANY,,JL,JALIL,,,,,,30,0.000,,true
CA746,NOKHBA AL ARABIYA,,JL,JALIL,,,,,,30,0.000,,true
CA747,TABOUK AL KHAIR,,JL,JALIL,,,,,,30,0.000,,true
CA749,SORAYA CENTER,,JL,JALIL,,,,,,30,0.000,,true
CA755,CHINA KITCHEN (SALMIYA),,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA756,HEALTHY BAR,,MZ,MUSAFIR KARIYIL,,,,,,30,0.000,,true
CA759,AL BARAKAH DATES,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA761,LE ROI,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA762,CHERRIEZ,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA763,BUTTERFLY SWEETS-SHARQ,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA764,MANDARINE,,JL,JALIL,,,,,,30,0.000,,true
CA765,CARAMELO - MAHABOULA DONT USE,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA767,JAWHARAT LEBNAN,,X,OFFICE,,,,,,30,0.000,,true
CA77,PEACH & APRICOT JUICE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA772,DESSERT DAYAMOUN,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA774,AMMAR AL SULTAN(HALA PASTRY),,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA775,ROCHE REST,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA778,JOY CONVECTION,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CA783,MURANO,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA784,KARAM SWEET,,KH,KHALEEL,,,,,,30,0.000,,true
CA786,LA BAGUETTE,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CA789,LA VANDRE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA790,DESERT DEMOND,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA792,WHITE ROSE,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA80,CREPE&WAFELS SALMIYA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA800,NQS BAKERY,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA801,NARANJI-SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA803,HIS MAJESTY COFFEE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA805,MINARWA (AL RAI),,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA806,DOH,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA808,ANNA NOW - FAEEL,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA809,VIGANOVA,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CA810,THAKKARA REST.,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA811,THE COFFEE CO,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA812,LUCCA STEAK HOUSE,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA815,OZ CAFE,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA816,PICNIC,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA82,SCAPE CAFE - SHUWAIKH,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA824,WHITE CAKE - SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA826,TATAMI JAPANESE REST,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA827,TEAMO REST,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CA828,SAWSAN CATERING QURAIN,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA832,HMC (HIS MAJESTY COFFEE),,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA833,JAD STEAK,,AK,ABDUL KADER,,,,,,30,0.000,,true
CA837,RICHO,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA839,BOTROS,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA84,LAYALI AL HELMIYA,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA841,GENEVA,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA845,ASPRO,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA846,PIZZA SQUARE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA849,URBAN CAFE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA850,CASA DEL GELATO,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA852,INAYA MEDICAL CENTER,,MZ,MUSAFIR KARIYIL,,,,,,30,0.000,,true
CA853,OXYGEN GYM,,JP,MOHAMAD AHMAD NASSER,,,,,,30,0.000,,true
CA856,BEST JUICE - DASMAN,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA86,ZERO CARB,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA860,FROZEN YOGURT - FROYO,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA865,SHOOT CRPE ( MAYADEEN SHOOTING COMPLEX - SABHAN),,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA866,OVERDOSE CATERING,,TZ,TONY ALBERT,,,,,,30,0.000,,true
CA867,COFF CAFE,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA869,PASTA CALCIO,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA872,Al Naseem Co-ops Restaurant,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA873,'W' CUSINE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA874,RIPOSA COFFEE,,MZ,MUSAFIR KARIYIL,,,,,,30,0.000,,true
CA879,"""THE PLACE""",,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA882,SOLO BURGER -JHARA,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA883,SMOKEY ROCK,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA887,JOLIEE BEE,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA888,JOLLY PASTRY,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA889,MARINE CAFE,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA890,BIG CHEF,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA891,MONO SABATH - (MAHABOULLA ),,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CA893,EAST CAFE - KUWAIT CITY MUBARAK ALKABEER ST,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA894,20 GRAM CAFE,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA898,ART CAFE - SALMIYA SALEM ALMUBARAK,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA902,BUBBLES - SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA903,AL MAMLAKA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA905,AQAR - ARDIYA,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA906,BELL CHOCOLATE CAFE - SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA91,KANARY RES.,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CA912,PINACOLADA - SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA914,JABRIYA JUICE,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA919,CASH CAFE - SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA922,DESPACHED CAFE,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA923,NEW BREW - SALMIYA HAMAD,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA925,AL RAYA COMPANY,,AH,ALI HAMEDI,,,,,,30,0.000,,true
CA927,STAR CAFE & RESTAURANT,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA930,BAIT AL CHOCOLA- JAHRA ALIA COMPLEX,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA933,OVENLY,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA937,KDD - SABHAN,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA938,BAITH AL YABANI - SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA940,"MAZAT AL SHAM - SALMIYA , BLOCK 12",,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA941,MONTAKHAB AL ASEER - HAWALLY,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CA942,FAROUJ REPUBLIC,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA945,MUSCLE POST - AL QURAIN SOUK,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA948,RAWSHANA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA952,OLIVETTI- SALMIYA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA953,"TEA ROOM -SHARQ ,VIPNO MALL",,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA961,JULIE CAFE,,MZ,MUSAFIR KARIYIL,,,,,,30,0.000,,true
CA963,BANANA KIWI,,ME,NADER ADLY FARHAT,,,,,,30,0.000,,true
CA964,BELACHIO,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA966,MELH W HALA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA969,7 GRAMS RESTAURANT AND CAFE-FAHEEL,,AH,ALI HAMEDI,,,,,,30,0.000,,true
CA97,AMERICAN SCHOOL,,X,OFFICE,,,,,,30,0.000,,true
CA970,FISH COMPANY-SALMIYA,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CA972,MUMMY KITCHEN - MEHBOULLA,,MW,MOHAMMAD OTHMAN,,,,,,30,0.000,,true
CA973,RUSTIC THAI - SALMIYA,,TZ,TONY ALBERT,,,,,,30,0.000,,true
CA975,SLIDER BOX,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA982,PRIME BITES-,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA985,TRUFFLE REST.,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CA986,ASK ELSEER,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA988,CHEF INTERNATIONAL,,TZ,TONY ALBERT,,,,,,30,0.000,,true
CA990,SEVEN BURGER,,MZ,MUSAFIR KARIYIL,,,,,,30,0.000,,true
CA992,SKY VIEW,,SV,SHAIJU VAZHAPPILLY,,,,,,30,0.000,,true
CA993,4 CHEESE - 89 MALL,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA994,WARGANAM FACTORY,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA995,SWING CAFE - MAHBOULA,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CA996,''1660 CLUB RESTAURANT'' KUWAIT CITY,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CA997,LOFT COFFEE-,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CT003,LENOTRE PARIS CATERING CO.,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CT006,KUWAIT AVIATION SERVICES CO (KASCO),,AK,ABDUL KADER,,,,,,30,0.000,,true
CT015,TAREQ AL GHANIM CO.,,AK,ABDUL KADER,,,,,,30,0.000,,true
CT019,AL WAZZAN CATERING CO.,,AK,ABDUL KADER,,,,,,30,0.000,,true
CT023,MOHAMMAD HOMOOD ALSHAYA COMPANY W.L.L. - P.O 181 - SAFAT -,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CT024,SAMA CATERING CO,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CT029,AL KARAM AL ARABI CATERING CO.,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CT031,AL-KHALDIYA CATERING CO.,,X,OFFICE,,,,,,30,0.000,,true
CT035,WOW CATERERS CO.,,BS,BASHAR SAHMARANI,,,,,,30,0.000,,true
CT040,ADAMS FOOD CATERING,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CT041,NEQSA CATERING COMPANY,,TZ,TONY ALBERT,,,,,,30,0.000,,true
CT045,THE FADRY CATERING,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CT046,B N CATERING CO,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CT048,MOUNASABAT CATERING CO,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CT049,BEYOND CATERING CO,,TZ,TONY ALBERT,,,,,,30,0.000,,true
CT050,SWEETHEART KITCHEN FOR RESTAURANT MANAGEMENT,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
CT051,PETRA FOOD MFG. CO.,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CT052,FMSC CATERING SERVICES CO,,IM,AHMAD MOHAMMED MOSAAD,,,,,,30,0.000,,true
CT053,JUMLA CLUB CO. FOR GENERAL TRADING-,,X,OFFICE,,,,,,30,0.000,,true
CT054,WOLF NUTRITION,,AK,ABDUL KADER,,,,,,30,0.000,,true
CT055,TRIO VENTURES,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CT056,KITOPI KITCHENS CATERING LLC,,MG,CHARLS PUTHEN VEETTIL CHACKO,,,,,,30,0.000,,true
CT057,TAZWEED UNITED FOR CATERING SERVICES CO.,,BK,BILAL KHATIB,,,,,,30,0.000,,true
CT058,MILAGRO CATERING CO.,,AK,ABDUL KADER,,,,,,30,0.000,,true
CT059,OVERJAR RESTAURANTS MANAGEMENT,,MN,MANU VARGHESE,,,,,,30,0.000,,true
CT060,METABOLIC CATERING CO.,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
CT061,SAWSAN CATERING COMPANY,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CT062,GOURMANIA INTERNATIONAL,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
CT063,BANQUET INTERNATIONAL CATERING SERVICES,,MA,MOHAMMED ABDEL ALIM,,,,,,30,0.000,,true
CT064,NOBLES CATERING COMPANY,,MT,MENA SALAH BASHANDY SAMAAN,,,,,,30,0.000,,true
CT065,MACRO FOOD CATERING CO.,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
CT066,BLESS SANDWICH CATERING CO.,,JT,JIMMY THOMAS,,,,,,30,0.000,,true
FS246,DRINK DRY BEVERAGES TRADING LLC,,X,OFFICE,,,,,,30,0.000,,true
GD100,GOODS DESTROY-STORE,,X,OFFICE,,,,,,30,0.000,,true
GN006,UNITED TIME GEN TRDG & CONT CO.,,MH,MAHMOUD SHAWQI HUSSEIN,,,,,,30,0.000,,true
GN008,IKEA CO.,,AN,AHMAD AL NADEY,,,,,,30,0.000,,true
GN011,AL FIDAR GENERAL TRAD CO,,HE,ALI ASGAR,,,,,,30,0.000,,true
GN019,FORATT ALSHAM FOODSTUFF,,JL,JALIL,,,,,,30,0.000,,true
GN033,FOODNA UNITED CO (LOW FAT REST/LIFESTYLE RE,,AK,ABDUL KADER,,,,,,30,0.000,,true
GN039,THE PUBLIC INSTITUTION FOR SOCIAL SECURITY STATE O,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
GN040,GULF BANK,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
GN044,HSBC BANK,,AZ,ABDUL KHALEK ZOOBI,,,,,,30,0.000,,true
GN047,HORECA,,X,OFFICE,,,,,,30,0.000,,true
